,K,D,D,D
600a5bf4d9ca200f90967179,2_てっぺ#1620,### surrender# クラス: ウォリアー# フォーマット: スタンダード# フェニックス年## 2x (0) 内なる怒り# 1x (1) ニトロブースト毒# 2x (1) 空の略奪者# 2x (1) 扇動する船頭# 2x (1) 名誉の盾# 1x (2) 海賊の隠し武器# 2x (2) 鎧職人# 2x (2) 狂瀾怒濤# 1x (3) イカリ# 2x (3) ウォーモールの挑戦者# 1x (3) ロード・バロフ# 2x (3) 血盟の傭兵# 2x (3) 爆弾ラングラー# 1x (4) コルクロンの精鋭# 2x (4) 剣食い男# 1x (4) 死神の大鎌# 2x (5) 斧刀講# 2x (7) 血気の拳鬼# AAECAQcGHN6tA8C5A+PMA5PQA4HkAwwWkAPUBNypA92tA6S2A6u2A7u5A5y7A5HQA/fUA7XeAwA=# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### monstant# クラス: プリースト# フォーマット: スタンダード# フェニックス年## 2x (0) 禁じられし言葉# 2x (1) ドラゴン学の予習# 2x (1) 再起# 2x (1) 無気力の波# 2x (2) 思念奪取# 2x (2) 洞察# 2x (2) 贖罪# 2x (3) ヒステリー# 2x (3) 手相占い# 1x (3) 精神与奪者イルシア# 2x (3) 無限竜の息吹# 2x (4) ホーリーノヴァ# 2x (5) 時間断絶# 1x (7) 魂の鏡# 1x (7) 名状しがたきガラクロンド# 2x (9) 死の災厄# 1x (10) 粉砕されしクトゥーン# AAECAa0GBMi+A8jAA/vRA7/gAw0eyQaYmwOZqQOfqQPyrAPNrwOTugPezAPLzQPi3gP73wP44wMA# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ,### OTK# クラス: デーモンハンター# フォーマット: スタンダード# フェニックス年## 2x (1) イセリアル改造屋# 2x (1) フェルスクリームブラスト# 2x (1) フェル学# 1x (1) 真紅の秘印の使い走り# 1x (1) 二段ジャンプ# 2x (1) 二連斬# 2x (1) 魔力喰い# 1x (2) ブラッドメイジ・サルノス# 2x (2) モアーグの加工師# 2x (2) 火葬のオーラ# 2x (2) 混沌一閃# 2x (2) 霊視力# 2x (3) アルドラキ・ウォーブレード# 1x (3) 斬舞# 2x (3) 魔眼光# 1x (4) イルギノス# 1x (4) 激昂のフェルスクリーマー# 2x (6) グルダンの髑髏# AAECAea5AwbtBb27A7rGA/zIA9bRA9DdAwyHugPXuwPgvAPgvgPpvgPHxgPZxgPUyAPVyAPO0gPd0wPH3QMA# # このデッキを使うには、あんたのクリップボードにコピーして、ハースストーンで新しいデッキを作ってくれ
600a5bf4d9ca200f90967179,2_Xrustec#1174,### Token Druid# Class: Druid# Format: Standard# Year of the Phoenix## 2x (0) Innervate# 2x (0) Lightning Bloom# 2x (1) Adorable Infestation# 2x (1) Gibberling# 2x (1) Nature Studies# 2x (1) Treenforcements# 2x (2) Dreamway Guardians# 2x (2) Power of the Wild# 2x (2) Rising Winds# 2x (2) Solar Eclipse# 1x (3) BEEEES!!!# 2x (3) Blessing of the Ancients# 2x (3) Fungal Fortunes# 1x (3) Savage Roar# 2x (5) Arbor Up# 2x (5) Glowfly Swarm# AAECAZICAuYFr6IDDv4B9wPDlAPKnAP/rQP5tQPlugPvugP5zAObzgO50gPw1AOK4AOM5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Stealth Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 1x (0) Backstab# 2x (1) Nitroboost Poison# 1x (1) Plague of Madness# 2x (1) Secret Passage# 2x (1) Sinister Strike# 2x (1) Southsea Deckhand# 2x (1) Spymistress# 2x (1) Worgen Infiltrator# 2x (2) Ashtongue Slayer# 1x (2) Cold Blood# 2x (2) Eviscerate# 2x (2) Foxy Fraud# 2x (2) Sneaky Delinquent# 2x (2) Swindle# 2x (3) Greyheart Sage# 2x (3) Hooked Scimitar# 1x (4) Burrowing Scorpid# AAECAaIHBLQBjAKaqQPZvgMNxgXUBYgH4gf/pQO5uAO6uAPPuQOqywOK1APf3QPn3QOB5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Face is the Place# Class: Hunter# Format: Standard# Year of the Phoenix## 2x (1) Adorable Infestation# 2x (1) Demon Companion# 2x (1) Dwarven Sharpshooter# 2x (1) Intrepid Initiate# 2x (1) Tour Guide# 1x (1) Toxic Reinforcements# 2x (1) Wolpertinger# 1x (2) Explosive Trap# 1x (2) Freezing Trap# 2x (2) Imprisoned Felmaw# 2x (2) Phase Stalker# 1x (2) Pressure Plate# 2x (2) Scavenger's Ingenuity# 2x (3) Eaglehorn Bow# 2x (3) Kill Command# 2x (3) Voracious Reader# 1x (4) Dragonbane# 1x (5) Lorekeeper Polkelt# AAECAR8GhwTJBJ+lA4WwA4ewA/bWAwyoAv4M+68D/K8DorkD/7oD3MwDm80Dos4DgtADxtEDudIDAA==# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
600a5bf4d9ca200f90967179,2_우리동네따악대장#3362,### 1# 직업: 사제# 대전 방식: 정규# 불사조의 해## 1x (0) 시체 되살리기 # 1x (1) 냉담한 반응# 1x (1) 비늘의 성직자# 1x (1) 살아 움직이는 빗자루# 1x (1) 소생# 1x (1) 용족 탐구# 1x (2) 광기의 화염술사# 1x (2) 마법봉 제작자# 1x (2) 산성 늪수액괴물# 1x (2) 어둠의 권능: 죽음# 1x (2) 위대한 제피르스# 1x (2) 통찰# 1x (2) 회개# 1x (3) 광분# 1x (3) 무한의 숨결# 1x (3) 부인 라줄# 1x (3) 손금 보기# 1x (3) 절정# 1x (3) 정신파괴자 일루시아# 1x (3) 정신파괴자 카르즈# 1x (4) 비밀결사단 수행사제# 1x (4) 신성한 폭발# 1x (5) 약삭빠른 코볼트# 1x (5) 푸른비늘혈족 주문술사# 1x (6) 카르투트 수호병# 1x (7) 시아마트# 1x (7) 영혼 거울# 1x (8) 무한의 무르도즈노# 1x (9) 용의 여왕 알렉스트라자# 1x (9) 죽음의 역병# AAECAa0GHskGigf2B9MK65sDoaED/KMDhKcDmakDn6kD8qwDha0DgbEDiLEDjrEDkbEDmLYDk7oDr7oDyL4D3swDlc0Dy80D184D49ED+9ED/tED4t4D+98D+OMDAAA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 2# 직업: 성기사# 대전 방식: 정규# 불사조의 해## 2x (0) 등교 첫날# 2x (1) 깃펜 장난꾼# 2x (1) 알도르 수행원# 2x (2) 산성 늪수액괴물# 2x (2) 아달의 수호자# 2x (2) 은빛십자군 허풍쟁이# 2x (2) 지혜의 성서# 1x (4) 고위 수녀원장 알루라# 2x (4) 신성화# 2x (5) 권위의 축복# 2x (5) 알도르 진실탐구자# 2x (5) 정의의 성서# 2x (6) 독실한 제자# 2x (7) 심판의 성서# 1x (7) 여군주 리아드린# 2x (9) 희망의 성서# AAECAcOfAwKEwQPD0QMO3AOKB8q4A/24A+q5A+u5A+y5A8rBA57NA5/NA7/RA8DRA+DRA/3jAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 3# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 활기찬 조수# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 1x (5) 의사 크라스티노브# 2x (7) 끓어오르는 피 싸움꾼# AAECAQcIHP2nA96tA8C5A+PMA5PQA6rSA4HkAwsWkAPUBNypA6S2A6u2A7u5A5y7A5HQA/fUA7XeAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_lambogod#3307,### 資格賽W1# 職業：戰士# 規則：標準# 鳳凰年## 2x (0) 心靈之怒# 2x (1) 危險艦長# 2x (1) 榮耀之盾# 1x (1) 氮氣加速劑# 1x (1) 開朗小幫手# 2x (2) 戰鬥狂怒# 1x (2) 海盜庫房# 2x (2) 護甲鍛造師# 1x (3) 巴羅夫領主# 2x (3) 戰槌挑戰者# 2x (3) 炸彈管理者# 1x (3) 破天錨# 2x (3) 血誓傭兵# 1x (4) 柯爾克隆精英# 1x (4) 死神鐮刀# 2x (4) 食刀者# 2x (5) 劈砍課程# 2x (7) 血沸蠻卒# 1x (9) 血骨傀儡# AAECAQcIHP2nA96tA8C5A+PMA5PQA6vUA4HkAwsWkAPUBNypA6S2A6u2A7u5A5y7A5HQA/fUA7XeAwA=# # 想要使用這副套牌的話，先複製它，然後在爐石戰記中建立一副新的套牌,### Secret Rogue# 職業：盜賊# 規則：標準# 鳳凰年## 2x (0) 暗影閃現# 1x (0) 準備# 2x (0) 背刺# 2x (1) 持棍擊昏者# 2x (1) 法老貓# 1x (1) 獎品盜掠者# 2x (1) 秘密通道# 2x (1) 魔杖小偷# 2x (2) 卑鄙手段# 2x (2) 抄襲# 1x (2) 暗影珠寶商哈拿# 2x (2) 江狐騙子# 2x (2) 詐騙# 1x (2) 詭計# 1x (3) 解任務的冒險者# 2x (3) 邪惡陣線無賴# 1x (5) 詹迪斯‧巴羅夫# 1x (5) 鑰匙看守者艾弗利# 1x (6) 菲克‧天刃# AAECAaIHCJcGhgnBrgP7xAPZ0QPz3QOD5AOE5AMLtAHtAo+XA/WnA865A9C5A6rLA6TRA+XTA9/dA+fdAwA=# # 想要使用這副套牌的話，先複製它，然後在爐石戰記中建立一副新的套牌,### W1# 職業：德魯伊# 規則：標準# 鳳凰年## 2x (0) 啟動# 2x (0) 閃電之花# 2x (1) 水晶之力# 2x (1) 自然學研讀# 2x (2) 日蝕# 2x (2) 月蝕# 2x (2) 鐵樹皮術# 2x (3) 好運菌菇# 2x (3) 泥沼光束# 1x (4) 森林之魂# 2x (4) 蔓生術# 2x (5) 全樹武裝# 2x (5) 螢火蟲群# 2x (7) 奇特坐騎商人# 2x (7) 洪流# 1x (9) 『破夢者』伊瑟拉# AAECAbSKAwL9AvatAw7+AbmUA+KfA9ulA+W6A+i6A+y6A+66A++6A5vOA/DUA4ngA4rgA4zkAwA=# # 想要使用這副套牌的話，先複製它，然後在爐石戰記中建立一副新的套牌
600a5bf4d9ca200f90967179,2_xSolozx#3316,### Custom Demon Hunter# Class: Demon Hunter# Format: Standard# Year of the Phoenix## 2x (1) Double Jump# 2x (1) Ethereal Augmerchant# 2x (1) Felosophy# 2x (1) Felscream Blast# 2x (1) Illidari Studies# 2x (2) Acidic Swamp Ooze# 1x (2) Bloodmage Thalnos# 2x (2) Chaos Strike# 2x (2) Immolation Aura# 2x (2) Mo'arg Artificer# 2x (2) Spectral Sight# 2x (3) Aldrachi Warblades# 2x (3) Eye Beam# 1x (3) Soul Cleave# 1x (4) Il'gynoth# 1x (4) Raging Felscreamer# 2x (6) Skull of Gul'dan# AAECAea5AwTtBb27A4TDA9DdAw2KB4e6A9e7A+C+A+m+A8fGA9nGA9XIA9bRA87SA93TA8fdA/PjAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Paladin# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (1) Animated Broomstick# 1x (1) Sphere of Sapience# 2x (2) Crabrider# 1x (2) Murgur Murgurgle# 2x (2) Redscale Dragontamer# 2x (2) Wandmaker# 1x (3) Lord Barov# 2x (3) Murloc Warleader# 2x (3) Underlight Angling Rod# 2x (4) Circus Amalgam# 2x (4) Fishy Flyer# 1x (4) High Abbess Alura# 1x (4) Nozdormu the Timeless# 2x (8) Tip the Scales# 2x (9) Carnival Clown# 1x (10) Darkmoon Rabbit# 1x (10) N'Zoth God of the Deep# 2x (10) Scrapyard Colossus# 1x (10) Y'Shaarj the Defiler# AAECAaToAgiHrQP8uAOPzgOT0APD0QOb2AP83gO94QMLpwibqQP7uAPzuwOVzQP+0QOH1AP+2wP53gP03wOR5AMA# # To use this deck copy it to your clipboard and create a new deck in Hearthstone,### Custom Warrior# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (0) Inner Rage# 1x (1) Beaming Sidekick# 1x (1) Nitroboost Poison# 2x (1) Risky Skipper# 2x (1) Shield of Honor# 2x (2) Armorsmith# 2x (2) Battle Rage# 1x (2) Corsair Cache# 1x (3) Ancharrr# 2x (3) Bloodsworn Mercenary# 2x (3) Bomb Wrangler# 1x (3) Lord Barov# 2x (3) Warmaul Challenger# 1x (4) Kor'kron Elite# 1x (4) Reaper's Scythe# 2x (4) Sword Eater# 2x (5) Cutting Class# 2x (7) Bloodboil Brute# 1x (9) Rattlegore# AAECAQcIHP2nA96tA8C5A+PMA5PQA6vUA4HkAwsWkAPUBNypA6S2A6u2A7u5A5y7A5HQA/fUA7XeAwA=# # To use this deck copy it to your clipboard and create a new deck in Hearthstone
600a5bf4d9ca200f90967179,2_막강한올빼미#3985,### 컨트롤# 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 1x (1) 마법 삼키기# 2x (1) 에테리얼 강화상인# 2x (1) 이중 도약# 2x (1) 일리다리 탐구# 2x (1) 지옥 철학# 2x (1) 지옥비명 작렬# 2x (2) 모아그 기술병# 1x (2) 산성 늪수액괴물# 2x (2) 영혼 시야# 2x (2) 제물의 오라# 1x (2) 혈법사 탈노스# 2x (2) 혼돈의 일격# 2x (3) 안광# 2x (3) 알드라치 전투검# 1x (3) 영혼 베어내기# 1x (4) 일기노스# 1x (4) 지옥 마력의 일리다리# 2x (6) 굴단의 해골# AAECAbn5AwbtBYoHvbsDhMMD1MgD0N0DDIe6A9e7A+C+A+m+A8fGA9nGA9XIA9bRA87SA93TA8fdA/PjAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 하이랜더# 직업: 사제# 대전 방식: 정규# 불사조의 해## 1x (0) 시체 되살리기 # 1x (1) 냉담한 반응# 1x (1) 살아 움직이는 빗자루# 1x (1) 소생# 1x (1) 용족 탐구# 1x (2) 광기의 화염술사# 1x (2) 마법봉 제작자# 1x (2) 산성 늪수액괴물# 1x (2) 세데크 장막직공# 1x (2) 어둠의 권능: 죽음# 1x (2) 위대한 제피르스# 1x (2) 통찰# 1x (2) 회개# 1x (3) 광분# 1x (3) 무한의 숨결# 1x (3) 부인 라줄# 1x (3) 손금 보기# 1x (3) 절정# 1x (3) 정신파괴자 일루시아# 1x (3) 정신파괴자 카르즈# 1x (4) 비밀결사단 수행사제# 1x (4) 신성한 폭발# 1x (4) 흉측한 강사# 1x (5) 약삭빠른 코볼트# 1x (5) 푸른비늘혈족 주문술사# 1x (7) 영혼 거울# 1x (7) 형언할 수 없는 갈라크론드# 1x (8) 무한의 무르도즈노# 1x (9) 용의 여왕 알렉스트라자# 1x (9) 죽음의 역병# AAECAZ/HAh7JBooH9gfTCuubA/yjA5mpA5+pA/KsA4WtA4GxA4ixA46xA5GxA5O6A5u6A6+6A8i+A8jAA97MA5XNA5zNA8vNA9fOA+PRA/vRA/7RA+LeA/vfA/jjAwAA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 격노# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 2x (1) 하늘 약탈자# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# AAECAZfDAwYc3q0DwLkD48wDk9ADgeQDDBaQA9QE3KkD3a0DpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_soilamb#3570,### 토큰# 직업: 드루이드# 대전 방식: 정규# 불사조의 해## 2x (0) 번개 개화# 2x (0) 정신 자극# 2x (1) 자연학 탐구# 1x (2) 솟구치는 바람# 2x (2) 야생의 힘# 2x (2) 월식# 2x (2) 일식# 2x (3) 야생의 포효# 2x (3) 왕성한 진균 # 2x (4) 숲의 영혼# 2x (5) 공중 재배# 2x (5) 반딧불이 무리# 2x (5) 아누비사스 문지기# 2x (5) 자라난 수목# 2x (5) 자연의 군대# 1x (6) 룬이 새겨진 조각# AAECAbr5AwL5tQOW0QMO/gH9Au0D9wPmBe+iA/ytA+W6A++6A5vOA/DUA4ngA4rgA4zkAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 달리자# 직업: 도적# 대전 방식: 정규# 불사조의 해## 2x (0) 기습# 1x (0) 마음가짐# 1x (1) 광기의 역병# 2x (1) 깃펜 장난꾼# 2x (1) 맹독# 2x (1) 비밀 통로# 2x (1) 사악한 일격# 2x (1) 순간가속의 독# 2x (1) 첩보원# 2x (2) 사기# 2x (2) 속여우# 2x (2) 약삭빠른 불량아# 2x (2) 절개# 2x (2) 혼절시키기# 2x (3) 곡도# 2x (5) 땡땡이치기# AAECAYO6AgKGCZqpAw60AcsDzQPGBYgH/6UDubgDqssDn80DitQD99QD390D590DgeQDAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 격노# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 활기찬 조수# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (8) 그롬마쉬 헬스크림# AAECAQcIHNIC/acD3q0DwLkD48wDk9ADgeQDCxaQA9QE3KkDpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
600a5bf4d9ca200f90967179,2_zoro#12848,### Whirlkick Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (0) Shadowstep# 2x (0) Preparation# 2x (0) Backstab# 2x (1) Wand Thief# 2x (1) Secret Passage# 2x (1) Prize Plunderer# 2x (1) Pharaoh Cat# 2x (1) Brain Freeze# 2x (2) Whirlkick Master# 2x (2) Swindle# 2x (2) Foxy Fraud# 2x (2) Eviscerate# 2x (3) Questing Adventurer# 2x (3) EVIL Miscreant# 1x (4) Edwin VanCleef# 1x (5) Jandice Barov#AAECAaIHArIC2dEDDrQB7QKXBogHhgmPlwP7ogP1pwOqywPHzgOk0QPf3QPn3QPz3QMA# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/aQWPYtbVQUbZM7bSq3cRKg/,### Ramp Paladin# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (1) Armor Vendor# 2x (2) Wandmaker# 2x (2) Redscale Dragontamer# 1x (2) Murgur Murgurgle# 2x (2) Crabrider# 1x (2) Acidic Swamp Ooze# 2x (3) Underlight Angling Rod# 2x (3) Murloc Warleader# 1x (4) Nozdormu the Timeless# 1x (4) High Abbess Alura# 2x (4) Fishy Flyer# 1x (5) Carousel Gryphon# 2x (7) Strongman# 2x (8) Tip the Scales# 2x (9) Carnival Clown# 1x (10) Y'Shaarj the Defiler# 2x (10) Scrapyard Colossus# 1x (10) N'Zoth God of the Deep# 1x (10) Darkmoon Rabbit#AAECAZ8FCIoHh60D/LgDw9EDm9gD/N4DjeEDveEDC6cIm6kD+7gD87sD/tEDh9QD/tsD+d4D5uEDkeQDkuQDAA==# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/JdZ2rbpXWGiJZ6ZDSUhNQb/,### ETC Control Warrior# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (1) Shield Slam# 2x (1) Risky Skipper# 1x (1) Pen Flinger# 2x (1) Animated Broomstick# 1x (2) Zephrys the Great# 1x (2) E.T.C. God of Metal# 1x (2) Corsair Cache# 2x (2) Battle Rage# 2x (2) Armorsmith# 2x (3) Shield Block# 1x (3) Lord Barov# 2x (3) EVIL Quartermaster# 1x (3) Bulwark of Azzinoth# 2x (3) Bloodsworn Mercenary# 1x (3) Bladestorm# 1x (3) Ancharrr# 2x (4) Sword Eater# 2x (5) Cutting Class# 1x (5) Brawl# 1x (9) Rattlegore#AAECAQcKS/yjA96tA7i5A8C5A/nCA5/NA5PQA6vUA87eAwqQA6IE1AT/B9ypA9mtA6S2A5XNA/fUA7XeAwA=# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/0tCHPvwBZXSS375UZDVxO/
600a5bf4d9ca200f90967179,2_Zane#12939,### Whirlkick Rogue# Class: Rogue# Format: Standard# Year of the Phoenix## 2x (0) Shadowstep# 2x (0) Preparation# 2x (0) Backstab# 2x (1) Wand Thief# 2x (1) Secret Passage# 2x (1) Prize Plunderer# 2x (1) Pharaoh Cat# 2x (1) Brain Freeze# 2x (2) Whirlkick Master# 2x (2) Swindle# 2x (2) Foxy Fraud# 2x (2) Eviscerate# 2x (3) Questing Adventurer# 2x (3) EVIL Miscreant# 1x (4) Edwin VanCleef# 1x (5) Jandice Barov#AAECAaIHArIC2dEDDrQB7QKXBogHhgmPlwP7ogP1pwOqywPHzgOk0QPf3QPn3QPz3QMA# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/aQWPYtbVQUbZM7bSq3cRKg/,### Ramp Paladin# Class: Paladin# Format: Standard# Year of the Phoenix## 2x (1) Armor Vendor# 2x (2) Wandmaker# 2x (2) Redscale Dragontamer# 1x (2) Murgur Murgurgle# 2x (2) Crabrider# 1x (2) Acidic Swamp Ooze# 2x (3) Underlight Angling Rod# 2x (3) Murloc Warleader# 1x (4) Nozdormu the Timeless# 1x (4) High Abbess Alura# 2x (4) Fishy Flyer# 1x (5) Carousel Gryphon# 2x (7) Strongman# 2x (8) Tip the Scales# 2x (9) Carnival Clown# 1x (10) Y'Shaarj the Defiler# 2x (10) Scrapyard Colossus# 1x (10) N'Zoth God of the Deep# 1x (10) Darkmoon Rabbit#AAECAZ8FCIoHh60D/LgDw9EDm9gD/N4DjeEDveEDC6cIm6kD+7gD87sD/tEDh9QD/tsD+d4D5uEDkeQDkuQDAA==# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/JdZ2rbpXWGiJZ6ZDSUhNQb/,### Rush Warrior# Class: Warrior# Format: Standard# Year of the Phoenix## 2x (1) Stage Dive# 2x (1) Risky Skipper# 2x (1) Athletic Studies# 2x (2) Parade Leader# 1x (2) E.T.C. God of Metal# 2x (2) Bumper Car# 2x (2) Battle Rage# 2x (3) Playmaker# 1x (3) Lord Barov# 2x (3) Darkmoon Dirigible# 2x (3) Bomb Wrangler# 1x (3) Ancharrr# 2x (4) Sword Eater# 2x (4) Restless Mummy# 1x (4) Kargath Bladefist# 2x (5) Derailed Coaster# 2x (8) Troublemaker#AAECAQcE3q0DvrkDk9ADzt4DDZADn6EDpLYDq7YD4swD3c0Dp84D3NsDs94Dtd4Dut4Dwd4Dx+EDAA==# To use this deck copy it to your clipboard and create a new deck in Hearthstone# Find this deck on https://hsreplay.net/decks/wt5cajtXDvvgaOdn26TG5/
600a5bf4d9ca200f90967179,2_atumnd#3979,### 어그로# 직업: 악마사냥꾼# 대전 방식: 정규# 불사조의 해## 2x (1) 에테리얼 강화상인# 2x (1) 이중 도약# 2x (1) 일리다리 탐구# 2x (1) 지옥 철학# 2x (1) 지옥비명 작렬# 2x (2) 모아그 기술병# 1x (2) 산성 늪수액괴물# 2x (2) 영혼 시야# 2x (2) 제물의 오라# 1x (2) 혈법사 탈노스# 2x (2) 혼돈의 일격# 2x (3) 안광# 2x (3) 알드라치 전투검# 1x (3) 영혼 베어내기# 1x (4) 일기노스# 1x (4) 지옥 마력의 일리다리# 1x (5) 판금파괴자# 2x (6) 굴단의 해골# AAECAea5AwbtBYoH+7ADvbsDhMMD0N0DDIe6A9e7A+C+A+m+A8fGA9nGA9XIA9bRA87SA93TA8fdA/PjAwA=# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 미라클# 직업: 사제# 대전 방식: 정규# 불사조의 해## 2x (0) 금단의 권능# 2x (1) 냉담한 반응# 2x (1) 소생# 2x (1) 용족 탐구# 2x (2) 생각 훔치기# 2x (2) 통찰# 2x (2) 회개# 2x (3) 광분# 2x (3) 무한의 숨결# 2x (3) 손금 보기# 1x (3) 정신파괴자 일루시아# 2x (4) 신성한 폭발# 2x (5) 시간의 균열# 1x (7) 영혼 거울# 1x (7) 형언할 수 없는 갈라크론드# 2x (9) 죽음의 역병# 1x (10) 산산조각 난 크툰# AAECAa0GBMi+A8jAA/vRA7/gAw0eyQaYmwOZqQOfqQPyrAPNrwOTugPezAPLzQPi3gP73wP44wMA# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.,### 방밀# 직업: 전사# 대전 방식: 정규# 불사조의 해## 2x (0) 내면의 분노# 2x (1) 명예의 방패# 1x (1) 순간가속의 독# 2x (1) 위험천만한 선장# 1x (1) 활기찬 조수# 2x (2) 방어구 제작자# 2x (2) 전투 격노# 1x (2) 해적의 은닉품# 1x (3) 군주 바로브# 2x (3) 전쟁망치 도전자# 2x (3) 폭탄 사육사# 1x (3) 해적의 닻# 2x (3) 혈서약 용병# 2x (4) 검놀이꾼# 1x (4) 사신의 낫# 1x (4) 코르크론 정예병# 2x (5) 땡땡이치기# 2x (7) 끓어오르는 피 싸움꾼# 1x (9) 들창엄니# AAECAeP5Awgc/acD3q0DwLkD48wDk9ADq9QDgeQDCxaQA9QE3KkDpLYDq7YDu7kDnLsDkdAD99QDtd4DAA==# # 이 덱을 사용하려면 클립보드에 복사한 후 하스스톤에서 새로운 덱을 만드세요.
